attributes.accession,attributes.bioproject,attributes.centre-name,attributes.data-origination,attributes.is-private,attributes.last-update,attributes.public-release-date,attributes.samples-count,attributes.secondary-accession,attributes.study-abstract,attributes.study-name,id,links.self,relationships.analyses.links.related,relationships.biomes.data.0.id,relationships.biomes.data.0.links.self,relationships.biomes.data.0.type,relationships.biomes.data.1.id,relationships.biomes.data.1.links.self,relationships.biomes.data.1.type,relationships.biomes.data.2.id,relationships.biomes.data.2.links.self,relationships.biomes.data.2.type,relationships.biomes.links.related,relationships.downloads.links.related,relationships.geocoordinates.links.related,relationships.publications.links.related,relationships.samples.links.related,type
MGYS00001208,PRJEB15257,PUBLIC HEALTH ENGLAND,SUBMITTED,false,2016-09-12T09:46:45,,15,ERP016968,"These samples were generated to quantify and interrogate the antibiotic resistome within a cohort of premature infants, using shotgun metagenomic sequencing.",The antibiotic resistance potential of the preterm infant gut microbiome measured using shotgun metagenomics.,MGYS00001208,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001208,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001208/analyses,root:Host-associated:Human:Digestive system:Large intestine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine,biomes,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001208/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001208/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001208/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001208/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001208/samples,studies
MGYS00001184,PRJEB14935,Institute  of Food Research,SUBMITTED,false,2016-07-29T09:57:01,,3,ERP016615,"This study was approved by the University of East Anglia (UEA) Faculty of Medical and Health Sciences Ethics Committee, and sample collection was in accordance with protocols laid out by the NRES approved UEA Biorepository (Licence no: 11208). Infants were born at the Neonatal Intensive Care Unit (NICU) of the Norfolk and Norwich University Hospital (NNUH, Norwich, UK) and The Rosie Hospital (Cambridge, UK) were recruited by doctors or nurses with informed and written consent obtained from parents.  Both NICUs have similar protocols for feeding, prescription of antibiotics, and antifungal drugs with the exception that NNUH administered a probiotic treatment containing Bifidobacterium bifidum and Lactobacillus acidophilus (i.e. Infloran®) to their infants from birth.",Term and preterm shotgun samples,MGYS00001184,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001184,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001184/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001184/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001184/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001184/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001184/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001184/samples,studies
MGYS00001175,PRJEB8094,UL,SUBMITTED,false,2016-07-25T09:22:54,,72,ERP009131,"The human gut microbiota is affected by antibiotics, but the heterogeneous response between individuals remains unexplored. To specifically address this question and examine the effect of antibiotics on selection of resistance genes, we administered the second-generation cephalosporin cefprozil to healthy volunteers. Stool samples gathered before antibiotic exposure, at the end of the treatment and three months later were analyzed using shotgun metagenomic sequencing. We show that normal antibiotic treatment can alter the gut microbiome in a specific, reproducible and predictable fashion. Strikingly, we identified a subgroup of participants that were enriched in opportunistic pathogen Enterobacter cloacae after exposure to the antibiotic, an effect linked to lower initial microbiome diversity and to the Bacteroides enterotype. Resistance genes that were not detectable before the treatment were observed after a 7-day course of antibiotic. Knowledge of the initial composition of the microbiome could assist in the prevention of the adverse effects of antibiotics.",The initial state of the human gut microbiome determines its reshaping by antibiotics,MGYS00001175,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001175,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001175/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001175/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001175/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001175/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001175/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001175/samples,studies
MGYS00001099,PRJEB8022,CLM,SUBMITTED,false,2016-06-20T11:09:57,,40,ERP009053,The effect of probiotics with antibiotics on gut microbiota during the Helicobacter eradication was analyzed using 16S rRNA gene pyrosequencing. The diversity of microbiota obtained from antibioitcs alone treatment group was more changed than that of probiotics cotreatment group. This study will provide information to treat Helicobacter infected patients.,The Effect of Probiotics with Antibiotics on Gut Microbiota during the Helicobacter Eradication: Randomized Controlled Trial,MGYS00001099,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001099,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001099/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001099/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001099/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001099/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001099/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001099/samples,studies
MGYS00000489,PRJEB6542,SDSU,SUBMITTED,false,2016-04-16T00:05:04,,4,ERP006091,"Safety of oral iron administration in African children has been questioned as it is associated with an increased burden of infectious disease. However, it remains unclear to which extent oral iron administration affects the intestinal microbiome. Therefore, we here investigated the impact of multiple iron preparations and doses on the growth and metabolism of a human gut microbiota in a well-controlled in vitro model of the large intestine. Microbiome analysis showed clear iron-induced changes and prominent shifts included a decrease of Bifidobacteriaceae and Lactobacillaceae under iron-rich conditions, paralleled by an increase of  Roseburia and Prevotella. Metagenomic analyses showed a general enrichment of bacterial motility-chemotaxis systems under iron-rich conditions. Metabolome profiling showed that gut microbial activity markedly shifted from a saccharolytic to a proteolytic profile in response to iron. Levels of branched chain fatty acids and ammonia increased significantly, in particular under ferrous sulfate-rich conditions. Importantly, cell viability tests showed increased cytotoxicity of metabolite-containing effluent from iron-rich conditions. We also identified microbial metabolites with siderophoric activity that were specifically produced under low-iron conditions. Our data indicate that in the absence of host influences, iron induces a more hostile intestinal environment characterized by i) reduction of beneficial microbes and increase of certain bacterial species with pathogenic potential, ii) increased levels of bacterial metabolites that can impair the barrier function of the gut wall, and iii) increase of virulence-associated pathways of enteric pathogens. It can be envisaged that these in vitro phenomena also contribute to an increased risk for enteric infections in vivo.",Gut microbial metabolism shifts towards a more toxic profile with supplementary iron in a kinetic model of the human large intestine,MGYS00000489,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000489,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000489/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Sigmoid%20colon,biomes,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000489/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000489/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000489/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000489/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000489/samples,studies
MGYS00000585,PRJEB12057,Institute  of Food Research,SUBMITTED,false,2016-02-08T00:05:04,,3,ERP013496,Study of early life microbiota in preterm baby using 16S rRNA sequencing,Study of early life microbiota in preterm baby,MGYS00000585,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000585,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000585/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000585/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000585/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000585/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000585/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000585/samples,studies
MGYS00000367,PRJEB5431,CCB-UEL,SUBMITTED,false,2016-02-08T00:05:03,,6,ERP004846,Human faeces Metagenome,Human faeces Metagenome,MGYS00000367,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000367,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000367/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000367/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000367/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000367/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000367/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000367/samples,studies
MGYS00000564,PRJEB11554,IMPERIAL COLLEGE LONDON,SUBMITTED,false,2016-02-03T10:02:09,,1,ERP012953,NeoM,NeoM,MGYS00000564,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000564,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000564/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000564/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000564/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000564/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000564/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000564/samples,studies
MGYS00000543,PRJEB10865,VIRGINIA TECH,SUBMITTED,false,2016-01-31T00:05:03,,2,ERP012163,this study contains 12 samples for the analysis of abundance of bacterial communities on human residues farm derived samples,Study of the abundance of bacteria from human samples,MGYS00000543,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000543,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000543/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000543/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000543/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000543/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000543/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000543/samples,studies
MGYS00000258,PRJNA32089,CGS-GL,HARVESTED,false,2016-01-20T14:12:06,,16,SRP000319,"We have characterized the fecal microbial communities of adult female monozygotic and dizygotic twin pairs concordant for leanness or obesity, and their mothers. The results demonstrate that a diversity of organismal assemblages can nonetheless yield a core microbiome at a functional level, and that deviations from this core are associated with different physiologic states (obese versus lean)",A core gut microbiome in obese and lean twins,MGYS00000258,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000258,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000258/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000258/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000258/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000258/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000258/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000258/samples,studies
MGYS00000277,PRJNA46321,NIDDK,HARVESTED,false,2016-01-20T14:12:06,,19,SRP002423,"Inflammatory bowel diseases (IBD), such as Crohn’s disease, are chronic, immunologically mediated disorders that have severe medical consequences. The current hypothesis is that these diseases are due to an overly aggressive immune response to a subset of commensal enteric bacteria. Studies to date on IBD have suggested that the disorder may be caused by a combination of bacteria and host susceptibility; however the etiologies of these diseases remain an enigma.  In this application, we propose to develop and demonstrate the ability to profile Crohn’s disease at an unprecedented molecular level by elucidation of specific biomarkers (bacterial strains, genes, or proteins) that correlate to disease symptoms. To achieve this goal, we will employ a multidisciplinary approach based on metagenomic and metaproteomic molecular tools to elucidate the composition of the commensal microbiota in monozygotic twins that are either healthy or exhibit Crohn’s disease (for concordant, both are diseased; for discordant, one is healthy and one is diseased).  The central hypotheses of this proposal are (1) that specific members and/or functional activities of the gastrointestinal (GI) microbiota differ in patients with Crohn’s disease as compared to healthy individuals, and (2) that it will be possible to elucidate microbial signatures which correlate with the occurrence and progression of this disease by integration of data obtained from 16S rRNA-based molecular fingerprinting, metagenomics, and metaproteomics approaches. To address these hypotheses, three specific aims are proposed: 1) Obtain data on community gene content (metagenome) in a subset of healthy twins and twins with Crohn’s Disease to assess potential differences in the metabolic capabilities of the gut microbiota associated with CD, 2) Obtain data on community protein content (metaproteome) in a subset of healthy twins and twins with Crohn’s Disease to assess the state of expressed proteins associated with CD, 3) Apply various statistical clustering and classification methods to correlate/associate microbial community composition, gene and protein content with patient metadata, including metabolite profiles and clinical phenotype.  The ultimate goal of these efforts is to identify novel biomarkers for non-invasive diagnostics of CD and to eventually identify drug targets (i.e. bacterial strains) for cure or suppression of disease symptoms.  PUBLIC HEALTH RELEVANCE: This study aims to unravel the contribution of the bacteria that normally inhabit the human gastrointestinal tract to Crohn’s disease by using a multidisciplinary approach to study changes in the structure and function of gut microbial communities in three sets of patient cohorts who have Crohn’s disease. These results will be compared with those obtained from the study of healthy individuals and have the potential to identify new biomarkers of disease severity, location, and progression.",Human Gut Microbiome in Crohn's Disease,MGYS00000277,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000277,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000277/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000277/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000277/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000277/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000277/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000277/samples,studies
